,labels,oriw,orix,oriy,oriz,posex,posey
2851,1,0.1516058605,0,0,-0.9884410266,0.1348499985,-1.1941449703
2852,1,0.1631537704,0,0,-0.9866006523,0.1248413256,-1.1972891735
2853,1,0.1706394483,0,0,-0.9853335368,0.1149492936,-1.2006528433
2854,1,0.1780294185,0,0,-0.9840251654,0.1051898001,-1.2041376422
2855,1,0.1853236075,0,0,-0.9826775466,0.0954437676,-1.2077834733
2856,1,0.1926075997,0,0,-0.9812758595,0.0858720426,-1.2115268848
2857,1,0.1997954882,0,0,-0.9798376207,0.0763569036,-1.2154118786
2858,1,0.2068872632,0,0,-0.978364789,0.0667427766,-1.2195027386
2859,1,0.2139681844,0,0,-0.9768406298,0.0572279129,-1.2237151729
2860,1,0.2212080928,0,0,-0.9752266299,0.0477363265,-1.2280828221
2861,1,0.2317479035,0,0,-0.9727758782,0.0383875224,-1.2325539963
2862,1,0.2387876918,0,0,-0.9710717987,0.0291757309,-1.237207207
2863,1,0.2457303628,0,0,-0.9693382221,0.0199189629,-1.2420527016
2864,1,0.2528293174,0,0,-0.9675108972,0.0107324877,-1.2470301755
2865,1,0.2598304182,0,0,-0.965654262,0.0015827768,-1.2521626541
2866,1,0.2664814601,0,0,-0.9638400445,-0.0073809629,-1.2573629335
2867,1,0.2729519355,0,0,-0.9620276716,-0.0161989724,-1.2626424938
2868,1,0.2799127931,0,0,-0.960025431,-0.024908944,-1.2680176827
2869,1,0.2878619951,0,0,-0.9576719019,-0.0335761015,-1.2735413979
2870,1,0.3017875633,0,0,-0.9533751972,-0.0424706903,-1.279419672
2871,1,0.311422867,0,0,-0.9502714338,-0.0510506795,-1.2854565034
2872,1,0.3210262585,0,0,-0.9470702938,-0.0594035758,-1.2915900715
2873,1,0.3305143927,0,0,-0.9438009516,-0.0674951656,-1.2977877554
2874,1,0.340051307,0,0,-0.9404068846,-0.0755273959,-1.3041998006
2875,1,0.3497168929,0,0,-0.936855429,-0.0833626053,-1.3107185892
2876,1,0.3592639572,0,0,-0.9332359879,-0.0912551968,-1.3175650168
