%time,field.level,field.name,field.message,field.hardware_id
1494526801956371674,0,toplevel_state,,
1494526802955612424,0,toplevel_state,,
1494526803968656134,0,toplevel_state,,
1494526804954906535,0,toplevel_state,,
1494526805954931618,0,toplevel_state,,
1494526806962960158,0,toplevel_state,,
1494526807955310815,0,toplevel_state,,
1494526808955788418,0,toplevel_state,,
1494526810006915274,0,toplevel_state,,
1494526810955237586,0,toplevel_state,,
1494526811954821937,0,toplevel_state,,
1494526812954871041,0,toplevel_state,,
1494526813954894263,0,toplevel_state,,
1494526814960300000,0,toplevel_state,,
1494526815958713338,0,toplevel_state,,
1494526816961646120,0,toplevel_state,,
1494526817980746003,0,toplevel_state,,
1494526818964405611,0,toplevel_state,,
1494526819966992881,0,toplevel_state,,
1494526820964297737,0,toplevel_state,,
1494526821964422040,0,toplevel_state,,
1494526822991360112,0,toplevel_state,,
1494526823965288954,1,toplevel_state,,
1494526824968040508,0,toplevel_state,,
1494526825967887374,0,toplevel_state,,
1494526826965511761,1,toplevel_state,,
1494526827966097938,0,toplevel_state,,
1494526828966701772,1,toplevel_state,,
1494526829967872142,1,toplevel_state,,
1494526830965986097,0,toplevel_state,,
1494526831982073395,1,toplevel_state,,
1494526832965628261,1,toplevel_state,,
1494526833965642200,1,toplevel_state,,
1494526834966554050,0,toplevel_state,,
1494526835965577230,0,toplevel_state,,
1494526836965694502,0,toplevel_state,,
1494526837966399287,0,toplevel_state,,
1494526838966601287,0,toplevel_state,,
1494526839965910952,0,toplevel_state,,
1494526840965330687,0,toplevel_state,,
1494526841966558950,0,toplevel_state,,
1494526842965656419,0,toplevel_state,,
1494526843965823659,0,toplevel_state,,
1494526844965449637,0,toplevel_state,,
