%time,field.groups0.name,field.groups0.type,field.groups0.parameters0.name,field.groups0.parameters0.type,field.groups0.parameters0.level,field.groups0.parameters0.description,field.groups0.parameters0.edit_method,field.groups0.parent,field.groups0.id,field.max.strs0.name,field.max.strs0.value,field.max.groups0.name,field.max.groups0.state,field.max.groups0.id,field.max.groups0.parent,field.min.strs0.name,field.min.strs0.value,field.min.groups0.name,field.min.groups0.state,field.min.groups0.id,field.min.groups0.parent,field.dflt.strs0.name,field.dflt.strs0.value,field.dflt.groups0.name,field.dflt.groups0.state,field.dflt.groups0.id,field.dflt.groups0.parent
1494526700933509430,Default,,yaml_cfg_file,str,0,Pathname to a yaml file for re-configuration of the mux,,0,0,yaml_cfg_file,,Default,1,0,0,yaml_cfg_file,,Default,1,0,0,yaml_cfg_file,,Default,1,0,0
