%time,field.groups0.name,field.groups0.type,field.groups0.parameters0.name,field.groups0.parameters0.type,field.groups0.parameters0.level,field.groups0.parameters0.description,field.groups0.parameters0.edit_method,field.groups0.parameters1.name,field.groups0.parameters1.type,field.groups0.parameters1.level,field.groups0.parameters1.description,field.groups0.parameters1.edit_method,field.groups0.parameters2.name,field.groups0.parameters2.type,field.groups0.parameters2.level,field.groups0.parameters2.description,field.groups0.parameters2.edit_method,field.groups0.parameters3.name,field.groups0.parameters3.type,field.groups0.parameters3.level,field.groups0.parameters3.description,field.groups0.parameters3.edit_method,field.groups0.parameters4.name,field.groups0.parameters4.type,field.groups0.parameters4.level,field.groups0.parameters4.description,field.groups0.parameters4.edit_method,field.groups0.parent,field.groups0.id,field.max.doubles0.name,field.max.doubles0.value,field.max.doubles1.name,field.max.doubles1.value,field.max.doubles2.name,field.max.doubles2.value,field.max.doubles3.name,field.max.doubles3.value,field.max.doubles4.name,field.max.doubles4.value,field.max.groups0.name,field.max.groups0.state,field.max.groups0.id,field.max.groups0.parent,field.min.doubles0.name,field.min.doubles0.value,field.min.doubles1.name,field.min.doubles1.value,field.min.doubles2.name,field.min.doubles2.value,field.min.doubles3.name,field.min.doubles3.value,field.min.doubles4.name,field.min.doubles4.value,field.min.groups0.name,field.min.groups0.state,field.min.groups0.id,field.min.groups0.parent,field.dflt.doubles0.name,field.dflt.doubles0.value,field.dflt.doubles1.name,field.dflt.doubles1.value,field.dflt.doubles2.name,field.dflt.doubles2.value,field.dflt.doubles3.name,field.dflt.doubles3.value,field.dflt.doubles4.name,field.dflt.doubles4.value,field.dflt.groups0.name,field.dflt.groups0.state,field.dflt.groups0.id,field.dflt.groups0.parent
1494449908775200421,Default,,speed_lim_v,double,0,Maximum linear velocity,,speed_lim_w,double,0,Maximum angular velocity,,accel_lim_v,double,0,Maximum linear acceleration,,accel_lim_w,double,0,Maximum angular acceleration,,decel_factor,double,0,Deceleration to acceleration ratio,,0,0,speed_lim_v,10.0,speed_lim_w,10.0,accel_lim_v,10.0,accel_lim_w,10.0,decel_factor,10.0,Default,1,0,0,speed_lim_v,0.0,speed_lim_w,0.0,accel_lim_v,0.0,accel_lim_w,0.0,decel_factor,0.0,Default,1,0,0,speed_lim_v,1.0,speed_lim_w,5.0,accel_lim_v,0.5,accel_lim_w,2.5,decel_factor,1.0,Default,1,0,0
