,labels,time,vleft,vright,vw,vx
977,False,4.885,4.8998,4.8799,-0.0030656,0.17115
978,False,4.89,5.1378,4.8073,-0.050954,0.17404
979,False,4.895,5.0264,5.0248,-0.00023909,0.1759
980,False,4.9,5.0273,4.8595,-0.025887,0.17302
981,False,4.905,5.1153,4.9061,-0.032261,0.17537
982,False,4.91,5.1368,5.2366,0.015381,0.18153
983,False,4.915,5.2004,4.9046,-0.045612,0.17684
984,False,4.92,4.8191,5.2231,0.062297,0.17574
985,False,4.925,5.147,4.9553,-0.029566,0.17679
986,False,4.93,4.8447,4.7552,-0.013806,0.168
987,False,4.935,4.7645,4.905,0.02167,0.16922
988,False,4.94,4.8137,4.8276,0.0021447,0.16872
989,False,4.945,4.8169,5.247,0.066326,0.17612
990,False,4.95,4.8142,4.9751,0.024818,0.17131
991,False,4.955,5.2176,5.0226,-0.030069,0.1792
992,False,4.96,4.8866,4.8812,-0.00084018,0.17094
993,False,4.965,5.2213,5.1913,-0.0046362,0.18222
994,False,4.97,5.0691,4.8015,-0.041251,0.17274
995,False,4.975,5.1863,5.1618,-0.0037751,0.18109
996,False,4.98,4.9335,4.9636,0.0046335,0.1732
997,False,4.985,4.8681,5.2102,0.052742,0.17637
998,False,4.99,4.8437,5.014,0.026265,0.17251
999,False,4.995,5.0228,5.1854,0.025069,0.17864
1000,False,5.0,4.8776,4.9264,0.0075315,0.17157
1001,False,5.005,4.9029,4.9501,0.007272,0.17243
1002,False,5.01,4.7578,5.049,0.044897,0.17162
1003,False,5.015,5.0437,5.2058,0.02498,0.17937
1004,False,5.02,5.2313,4.8165,-0.063954,0.17584
1005,False,5.025,5.1749,4.7711,-0.062266,0.17406
1006,False,5.03,4.754,4.9505,0.030305,0.16983
1007,False,5.035,5.067,5.0479,-0.002954,0.17701
1008,False,5.04,4.9296,5.2098,0.043202,0.17744
1009,False,5.045,4.807,4.8969,0.013855,0.16982
1010,False,5.05,5.0204,5.0225,0.00032544,0.17575
1011,False,5.055,4.9582,5.1408,0.028159,0.17673
1012,False,5.06,5.0085,4.9137,-0.014624,0.17364
1013,False,5.065,5.1931,4.7976,-0.060969,0.17484
1014,True,5.07,4.8247,4.2533,-0.088104,0.15886
1015,False,5.075,4.9673,4.7645,-0.031269,0.17031
1016,False,5.08,4.7795,5.0877,0.047516,0.17268
1017,False,5.085,4.9405,4.8058,-0.020772,0.17056
1018,False,5.09,5.1112,4.8498,-0.040299,0.17432
1019,False,5.095,4.7976,5.0151,0.033539,0.17172
1020,False,5.1,5.0836,5.0637,-0.0030709,0.17758
1021,False,5.105,4.8982,4.9368,0.0059512,0.17211
1022,False,5.11,5.0493,5.0532,0.00060833,0.17679
1023,False,5.115,4.8259,5.1732,0.053544,0.17498
1024,False,5.12,4.9682,5.101,0.020473,0.17621
1025,False,5.125,4.7563,4.9464,0.02931,0.1698
1026,False,5.13,4.8645,5.0359,0.026431,0.17326
1027,False,5.135,4.8818,4.8749,-0.001072,0.17074
1028,False,5.14,5.0057,5.1137,0.016649,0.17709
1029,False,5.145,4.8575,4.9217,0.0098867,0.17114
1030,False,5.15,4.9231,4.7893,-0.02062,0.16997
1031,False,5.155,5.1239,4.9011,-0.034351,0.17544
1032,False,5.16,4.9568,4.9002,-0.0087282,0.1725
1033,False,5.165,4.7779,4.7616,-0.0025079,0.16694
1034,False,5.17,4.945,4.8381,-0.016491,0.1712
1035,True,5.175,4.9872,4.2083,-0.1201,0.16092
1036,False,5.18,5.1627,5.078,-0.013057,0.17921
1037,False,5.185,4.9018,5.1783,0.042624,0.1764
1038,False,5.19,5.1609,4.8855,-0.042466,0.17581
1039,False,5.195,5.0328,5.198,0.025461,0.17904
1040,False,5.2,4.7772,4.8544,0.011904,0.16855
1041,False,5.205,4.88,5.2321,0.054285,0.17696
1042,False,5.21,5.0446,4.9572,-0.013471,0.17503
1043,False,5.215,4.9899,4.8648,-0.019286,0.17246
1044,False,5.22,4.8493,5.1592,0.047776,0.17515
1045,False,5.225,4.8695,4.9302,0.0093614,0.1715
1046,False,5.23,5.1401,5.0008,-0.021483,0.17747
1047,False,5.235,5.0587,5.1238,0.01005,0.17819
1048,False,5.24,4.8221,5.1659,0.053018,0.17479
1049,False,5.245,5.1081,4.9472,-0.024798,0.17597
1050,False,5.25,4.9508,4.7983,-0.023503,0.17061
1051,False,5.255,4.9812,4.8827,-0.015187,0.17262
1052,False,5.26,5.1036,5.146,0.0065269,0.17937
1053,False,5.265,4.9506,5.2184,0.041295,0.17796
1054,False,5.27,4.7572,5.0341,0.042699,0.17135
1055,False,5.275,4.7873,5.219,0.06656,0.17511
1056,False,5.28,5.0455,5.0486,0.00047645,0.17665
1057,False,5.285,4.973,5.244,0.04178,0.1788
1058,False,5.29,5.2133,5.1312,-0.012664,0.18103
1059,False,5.295,4.7974,4.8428,0.006994,0.1687
1060,False,5.3,4.9377,5.0084,0.010897,0.17406
1061,False,5.305,5.023,5.0701,0.0072585,0.17663
1062,False,5.31,4.8058,5.1845,0.05838,0.17483
1063,False,5.315,5.2022,5.0501,-0.023463,0.17942
1064,False,5.32,5.0666,5.2498,0.028246,0.18054
1065,False,5.325,5.2027,4.8146,-0.059842,0.1753
1066,False,5.33,5.0653,4.8967,-0.025994,0.17433
1067,False,5.335,4.7571,4.9884,0.035667,0.17055
1068,False,5.34,4.9082,4.8148,-0.014408,0.17015
1069,False,5.345,4.8059,4.8641,0.0089622,0.16922
1070,False,5.35,5.0647,4.8405,-0.034568,0.17334
1071,False,5.355,4.7804,5.086,0.047127,0.17266
1072,False,5.36,5.087,4.9129,-0.026844,0.175
1073,False,5.365,4.9887,5.1453,0.024141,0.17735
1074,False,5.37,4.9028,5.023,0.018538,0.1737
1075,False,5.375,5.0082,4.8653,-0.022031,0.17279
1076,False,5.38,5.1035,5.0934,-0.0015623,0.17845
1077,False,5.385,5.1568,4.7745,-0.058939,0.1738
1078,False,5.39,4.9079,5.0363,0.019797,0.17402
1079,False,5.395,4.9057,5.2469,0.052613,0.17767
1080,False,5.4,4.9225,4.9315,0.0013871,0.17244
1081,False,5.405,5.0832,5.0294,-0.0082939,0.17697
1082,False,5.41,5.1805,5.2136,0.0051042,0.1819
1083,False,5.415,5.1309,4.8799,-0.038693,0.17519
1084,False,5.42,5.1879,5.1662,-0.0033429,0.1812
1085,False,5.425,5.1856,4.8376,-0.053665,0.17541
1086,False,5.43,4.8364,5.1899,0.054508,0.17546
1087,False,5.435,5.1751,4.8898,-0.043988,0.17614
1088,False,5.44,5.2298,5.1747,-0.0084888,0.18208
1089,False,5.445,5.1351,5.1534,0.0028146,0.18005
1090,False,5.45,5.1875,4.8446,-0.052877,0.17556
1091,False,5.455,4.7837,5.2393,0.070242,0.1754
1092,False,5.46,5.0734,4.8769,-0.030302,0.17413
1093,False,5.465,4.912,5.1393,0.035035,0.1759
1094,False,5.47,5.0702,5.1554,0.013139,0.17895
1095,False,5.475,5.1899,4.999,-0.029434,0.1783
1096,False,5.48,4.9368,5.2079,0.041791,0.17753
1097,False,5.485,5.1334,4.8005,-0.051325,0.17384
1098,False,5.49,4.834,4.8179,-0.0024872,0.16891
1099,False,5.495,5.0099,5.1792,0.026103,0.17831
1100,False,5.5,5.0637,4.7593,-0.046935,0.1719
1101,False,5.505,5.107,5.1142,0.0011112,0.17887
1102,False,5.51,4.9032,5.1583,0.039337,0.17608
1103,False,5.515,4.8818,4.8081,-0.011369,0.16957
1104,False,5.52,5.208,4.9943,-0.032953,0.17854
1105,False,5.525,5.0575,4.9237,-0.020629,0.17467
1106,False,5.53,4.7966,5.1369,0.052478,0.17384
1107,False,5.535,5.0638,4.8926,-0.026397,0.17424
1108,True,5.54,7.0467,5.1622,-0.29057,0.21366
1109,False,5.545,5.1385,4.8365,-0.046556,0.17456
1110,False,5.55,5.1823,5.1818,-6.6072e-05,0.18137
1111,False,5.555,4.9168,5.213,0.045675,0.17727
1112,False,5.56,4.8177,4.8456,0.0042933,0.16911
1113,False,5.565,5.1327,4.7752,-0.05513,0.17339
1114,False,5.57,4.9093,5.0242,0.017719,0.17384
1115,False,5.575,4.8762,4.7548,-0.018723,0.16854
1116,False,5.58,4.85,5.1642,0.048436,0.17525
1117,False,5.585,4.7845,5.2043,0.064722,0.1748
1118,False,5.59,5.026,5.1026,0.011825,0.17725
1119,False,5.595,4.9519,4.8717,-0.012372,0.17191
1120,False,5.6,5.1251,5.0446,-0.012403,0.17797
1121,False,5.605,4.9936,5.2194,0.034824,0.17873
1122,False,5.61,4.9424,5.1978,0.039372,0.17745
1123,False,5.615,4.7807,5.0531,0.042001,0.17209
1124,False,5.62,4.8568,5.1462,0.044612,0.17505
1125,False,5.625,5.0219,5.1681,0.022534,0.17833
1126,False,5.63,4.9553,5.0301,0.011525,0.17474
1127,False,5.635,5.2005,4.7503,-0.069404,0.17414
1128,False,5.64,4.7781,4.8756,0.015032,0.16894
1129,False,5.645,4.9718,4.966,-0.00089124,0.17391
1130,False,5.65,5.0189,4.9653,-0.0082612,0.17472
1131,False,5.655,4.817,5.1876,0.057139,0.17508
1132,False,5.66,5.0205,4.7838,-0.036488,0.17158
1133,False,5.665,5.1787,4.92,-0.039892,0.17673
1134,False,5.67,4.849,4.8385,-0.0016155,0.16953
1135,False,5.675,4.8278,4.873,0.0069712,0.16976
1136,False,5.68,4.7807,5.1139,0.051378,0.17316
1137,False,5.685,5.0805,4.8941,-0.028745,0.17456
1138,False,5.69,4.7593,4.8687,0.016863,0.16849
1139,False,5.695,4.8956,4.8198,-0.011675,0.17002
1140,False,5.7,5.2369,4.8604,-0.058058,0.1767
1141,False,5.705,5.1323,5.1588,0.0040787,0.18009
1142,False,5.71,4.8718,4.9391,0.010372,0.17169
1143,False,5.715,5.0911,5.0828,-0.0012798,0.17804
1144,False,5.72,4.8189,5.2179,0.061517,0.17564
1145,False,5.725,5.0649,4.9632,-0.015675,0.17549
1146,False,5.73,5.1785,5.0526,-0.019416,0.17904
1147,False,5.735,5.1999,5.2348,0.00538,0.18261
1148,False,5.74,4.9242,4.9323,0.0012553,0.17249
1149,False,5.745,4.9932,5.0822,0.013733,0.17632
1150,False,5.75,5.0898,4.9074,-0.02812,0.17495
1151,False,5.755,5.1021,5.1929,0.014,0.18016
1152,False,5.76,4.9804,4.8978,-0.012746,0.17287
1153,False,5.765,4.9321,4.8977,-0.0053122,0.17202
1154,False,5.77,4.8901,5.2035,0.048323,0.17664
1155,False,5.775,4.7881,4.9964,0.032123,0.17123
1156,False,5.78,4.9723,4.8536,-0.018308,0.17195
1157,False,5.785,4.8329,4.7629,-0.010784,0.16793
1158,False,5.79,4.9494,4.8351,-0.017619,0.17123
1159,False,5.795,5.2103,4.9012,-0.047662,0.17695
1160,False,5.8,5.0057,5.2307,0.0347,0.17914
1161,False,5.805,5.2071,5.1418,-0.010059,0.18111
1162,False,5.81,4.796,5.0866,0.044816,0.17295
1163,False,5.815,5.2465,5.1704,-0.011742,0.1823
1164,False,5.82,4.7982,4.9604,0.02501,0.17078
1165,False,5.825,4.9066,5.1019,0.030112,0.17515
1166,False,5.83,5.1427,4.9906,-0.023443,0.17733
1167,False,5.835,5.0512,5.1603,0.01682,0.1787
1168,False,5.84,4.983,4.9687,-0.0021985,0.17415
1169,False,5.845,4.8991,5.18,0.043314,0.17638
1170,False,5.85,4.8166,4.7544,-0.0095807,0.16749
1171,False,5.855,4.8975,5.248,0.054044,0.17755
1172,False,5.86,4.8333,4.8876,0.0083702,0.17012
1173,False,5.865,4.9086,4.7668,-0.021862,0.16932
1174,False,5.87,4.8049,4.826,0.003258,0.16854
1175,False,5.875,5.166,4.9898,-0.027174,0.17773
1176,False,5.88,5.2358,5.1944,-0.0063794,0.18253
1177,False,5.885,4.8591,4.8917,0.0050224,0.17064
1178,False,5.89,5.103,5.1421,0.006017,0.17929
1179,False,5.895,4.7695,4.8352,0.010128,0.16808
1180,False,5.9,5.0581,5.1156,0.0088655,0.17804
1181,False,5.905,5.0847,4.8733,-0.03259,0.17426
1182,False,5.91,4.7686,4.7909,0.0034414,0.16729
1183,False,5.915,4.7517,5.1765,0.065496,0.17374
1184,False,5.92,4.8212,5.0933,0.041945,0.1735
1185,False,5.925,5.1812,5.2291,0.0073782,0.18218
1186,False,5.93,4.888,5.2425,0.05466,0.17728
1187,False,5.935,5.0158,5.0174,0.00023367,0.17558
1188,False,5.94,5.0111,5.203,0.029585,0.17875
1189,False,5.945,5.0338,4.9883,-0.007013,0.17539
1190,False,5.95,4.9165,5.1948,0.042913,0.17695
1191,False,5.955,4.9567,4.7619,-0.030033,0.17008
1192,False,5.96,4.9572,4.8144,-0.022019,0.171
1193,False,5.965,5.242,5.1203,-0.018755,0.18134
1194,False,5.97,4.7789,4.9455,0.025693,0.17018
1195,False,5.975,4.9483,4.9468,-0.00022468,0.17316
1196,False,5.98,5.1457,5.0509,-0.014607,0.17844
1197,False,5.985,5.0471,4.7619,-0.043966,0.17166
1198,False,5.99,4.9048,4.9438,0.0060215,0.17235
1199,False,5.995,5.2009,4.7784,-0.065148,0.17464
1200,False,6.0,4.7966,5.0948,0.045981,0.1731
1201,False,6.005,4.9095,5.0102,0.015524,0.17359
1202,False,6.01,5.1935,4.788,-0.062512,0.17468
1203,False,6.015,5.0787,4.9531,-0.019363,0.17556
1204,False,6.02,5.0923,4.9651,-0.019605,0.176
1205,False,6.025,4.987,5.0797,0.01429,0.17617
1206,False,6.03,4.8206,4.8592,0.0059475,0.1694
1207,False,6.035,5.2255,4.7905,-0.067058,0.17528
1208,False,6.04,5.1913,4.9838,-0.03199,0.17807
1209,False,6.045,4.9687,5.1143,0.022452,0.17645
1210,False,6.05,5.1675,5.057,-0.017035,0.17893
1211,False,6.055,4.9126,5.2003,0.044363,0.17698
1212,False,6.06,4.9338,4.8764,-0.0088548,0.17168
1213,False,6.065,5.1474,4.86,-0.044308,0.17513
1214,False,6.07,4.7997,4.8679,0.010523,0.16918
1215,False,6.075,5.2259,5.1551,-0.01092,0.18167
1216,False,6.08,4.7507,5.1012,0.054037,0.17241
1217,False,6.085,4.8977,5.1893,0.044953,0.17652
1218,False,6.09,4.7742,5.1055,0.051078,0.1729
1219,False,6.095,4.9714,5.0805,0.016832,0.17591
1220,False,6.1,5.1449,4.9698,-0.027003,0.17701
1221,False,6.105,5.2068,5.0314,-0.027038,0.17917
1222,False,6.11,5.0166,5.2452,0.035236,0.17958
1223,False,6.115,5.152,5.2287,0.011814,0.18166
1224,False,6.12,5.0313,4.9184,-0.017411,0.17412
1225,False,6.125,5.1254,4.8277,-0.045902,0.17418
1226,False,6.13,4.7546,4.9585,0.031442,0.16998
1227,False,6.135,4.9884,5.0272,0.0059895,0.17527
1228,False,6.14,4.8752,4.7649,-0.017005,0.1687
1229,False,6.145,4.904,5.1834,0.043078,0.17653
1230,False,6.15,5.2335,5.1972,-0.0055919,0.18254
1231,False,6.155,4.8544,4.9986,0.022232,0.17243
1232,False,6.16,5.0102,4.8546,-0.02399,0.17264
1233,False,6.165,4.8628,5.1108,0.038242,0.17454
1234,False,6.17,5.0336,5.0999,0.010216,0.17734
1235,False,6.175,5.2491,4.9804,-0.041431,0.17902
1236,False,6.18,4.8159,4.8353,0.0029856,0.1689
1237,False,6.185,5.2273,5.1472,-0.012358,0.18155
1238,False,6.19,4.8119,5.1942,0.058947,0.17511
1239,False,6.195,4.8431,4.8213,-0.0033708,0.16913
1240,False,6.2,5.0733,5.2198,0.022601,0.18013
1241,False,6.205,4.8141,4.7501,-0.0098608,0.16737
1242,False,6.21,4.7907,4.9694,0.027559,0.1708
1243,False,6.215,5.0796,4.7556,-0.049961,0.17212
1244,False,6.22,4.7637,4.8673,0.015967,0.16854
1245,False,6.225,5.2426,5.1035,-0.021447,0.18106
1246,False,6.23,5.0197,5.0971,0.011936,0.17704
1247,False,6.235,4.9369,4.8826,-0.008381,0.17184
1248,False,6.24,5.1034,4.9133,-0.029308,0.17529
1249,False,6.245,5.2237,4.7966,-0.065851,0.17536
1250,False,6.25,4.9411,4.7708,-0.026264,0.16996
1251,False,6.255,5.0965,5.1296,0.0051168,0.17896
1252,False,6.26,5.051,4.9124,-0.02137,0.17436
1253,False,6.265,5.1376,5.0109,-0.019538,0.1776
1254,False,6.27,5.0459,5.2259,0.027757,0.17976
1255,False,6.275,4.9381,5.0845,0.022573,0.1754
1256,False,6.28,5.1753,4.9866,-0.029105,0.17783
1257,False,6.285,4.8629,5.0747,0.032659,0.17391
1258,False,6.29,5.1485,5.0828,-0.010124,0.17905
1259,False,6.295,5.2484,4.8651,-0.059109,0.17699
1260,False,6.3,4.8907,5.1524,0.040364,0.17575
1261,False,6.305,5.1052,5.0014,-0.016004,0.17687
1262,False,6.31,5.0823,4.967,-0.017778,0.17586
1263,False,6.315,4.9574,5.1045,0.02268,0.17608
1264,False,6.32,4.9991,5.0276,0.0043938,0.17547
1265,False,6.325,5.2246,4.8775,-0.053511,0.17679
1266,False,6.33,5.2266,4.7876,-0.067686,0.17525
1267,False,6.335,5.1165,5.0446,-0.011088,0.17782
1268,False,6.34,4.9423,5.0871,0.022323,0.17552
1269,False,6.345,4.77,5.044,0.042241,0.17175
1270,False,6.35,5.0415,5.0169,-0.0037954,0.17602
1271,False,6.355,5.0324,4.9863,-0.0070999,0.17533
1272,False,6.36,4.9276,4.9119,-0.0024185,0.17219
1273,False,6.365,5.1901,4.9655,-0.034631,0.17772
1274,False,6.37,5.0623,5.1324,0.010821,0.17841
1275,False,6.375,5.062,5.2482,0.028713,0.18043
1276,False,6.38,4.8979,4.8825,-0.0023685,0.17116
1277,False,6.385,4.7873,5.146,0.055305,0.17383
1278,False,6.39,4.8969,4.8173,-0.012265,0.17
1279,False,6.395,4.8674,4.7678,-0.015357,0.16861
1280,False,6.4,4.9229,4.977,0.0083298,0.17325
1281,False,6.405,5.1742,5.0315,-0.022011,0.1786
1282,False,6.41,4.8302,4.8654,0.0054364,0.16967
1283,False,6.415,4.8289,4.8224,-0.0010101,0.1689
1284,False,6.42,5.0043,5.0885,0.012985,0.17663
1285,False,6.425,5.0517,4.927,-0.019214,0.17463
1286,False,6.43,4.8307,5.0052,0.026911,0.17213
1287,False,6.435,5.0677,5.0974,0.0045679,0.17789
1288,False,6.44,5.172,5.0476,-0.019169,0.17884
1289,False,6.445,5.1411,5.0031,-0.02129,0.17752
1290,False,6.45,4.8823,5.1382,0.039458,0.17536
1291,False,6.455,4.9073,5.0926,0.028563,0.175
1292,False,6.46,4.8416,4.9097,0.010508,0.17065
1293,False,6.465,4.9737,5.1661,0.029655,0.17745
1294,False,6.47,4.9133,5.0804,0.02576,0.17489
1295,False,6.475,4.8899,5.0435,0.023687,0.17384
1296,False,6.48,5.2159,4.7595,-0.070361,0.17457
1297,False,6.485,4.9498,5.1685,0.033709,0.17707
1298,False,6.49,4.9397,4.807,-0.020462,0.17057
1299,False,6.495,5.0464,5.1702,0.019086,0.17879
1300,False,6.5,4.7843,4.9187,0.020737,0.1698
1301,False,6.505,4.8526,4.9647,0.017284,0.1718
1302,False,6.51,5.1118,5.1469,0.0054088,0.17953
1303,False,6.515,5.0376,4.8208,-0.033426,0.17252
1304,False,6.52,4.8501,5.0541,0.031444,0.17332
1305,False,6.525,5.1717,5.2153,0.0067185,0.18177
1306,True,6.53,4.9619,5.6656,0.10851,0.18598
1307,False,6.535,5.0224,4.7739,-0.038313,0.17143
1308,False,6.54,5.014,5.0992,0.013135,0.17698
1309,False,6.545,4.8426,4.8786,0.0055508,0.17012
1310,False,6.55,4.7908,5.0955,0.046966,0.17301
1311,False,6.555,4.982,4.9316,-0.0077797,0.17349
1312,False,6.56,4.7653,5.0209,0.03942,0.17126
1313,False,6.565,4.9675,4.8611,-0.016409,0.172
1314,False,6.57,5.0289,5.2027,0.026799,0.17905
1315,False,6.575,5.0694,4.9368,-0.020448,0.17511
1316,False,6.58,4.7671,4.7894,0.0034383,0.16724
1317,False,6.585,5.105,4.7655,-0.052344,0.17273
1318,False,6.59,4.8347,5.0635,0.035276,0.17322
1319,False,6.595,5.0467,5.2185,0.02649,0.17964
1320,False,6.6,5.054,4.91,-0.022213,0.17437
1321,False,6.605,5.1362,5.1226,-0.0020957,0.17953
1322,False,6.61,4.7781,4.8945,0.017936,0.16927
1323,False,6.615,5.1774,4.8122,-0.056306,0.17482
1324,False,6.62,4.9421,5.007,0.010006,0.17411
1325,False,6.625,4.9498,4.9438,-0.00093337,0.17314
1326,False,6.63,4.9127,5.2393,0.050356,0.17766
1327,False,6.635,5.0277,4.8959,-0.020319,0.17366
1328,False,6.64,4.8977,5.0462,0.02289,0.17402
1329,False,6.645,4.9331,5.0357,0.015822,0.17445
1330,False,6.65,4.9245,5.0579,0.020569,0.17469
1331,False,6.655,5.0651,5.0305,-0.0053433,0.17667
1332,False,6.66,5.0822,4.8899,-0.029648,0.17451
1333,False,6.665,5.246,4.8259,-0.064777,0.17626
1334,False,6.67,5.2222,5.1165,-0.016293,0.18093
1335,False,6.675,4.9252,4.7698,-0.023949,0.16966
1336,False,6.68,4.8465,5.1508,0.04692,0.17495
1337,False,6.685,5.2098,4.9532,-0.039561,0.17785
1338,False,6.69,4.8943,5.165,0.041732,0.17604
1339,False,6.695,5.0254,5.2355,0.032392,0.17957
1340,False,6.7,5.2097,4.9612,-0.038303,0.17799
1341,False,6.705,4.795,4.777,-0.0027864,0.16751
1342,False,6.71,4.8788,5.1435,0.040808,0.17539
1343,False,6.715,4.9635,5.065,0.015652,0.1755
1344,False,6.72,5.0389,5.0044,-0.005312,0.17576
1345,False,6.725,5.1998,5.0338,-0.025582,0.17909
1346,False,6.73,4.8591,4.9046,0.0070127,0.17086
1347,False,6.735,5.2335,5.1236,-0.016952,0.18125
1348,False,6.74,4.967,4.9183,-0.0075027,0.17299
1349,False,6.745,5.1424,5.1917,0.0075961,0.18085
1350,False,6.75,5.0126,4.9168,-0.014769,0.17377
1351,False,6.755,4.9156,5.148,0.035828,0.17611
1352,False,6.76,4.9658,5.1524,0.02877,0.17707
1353,False,6.765,5.109,4.7751,-0.051472,0.17297
1354,False,6.77,5.2081,4.9513,-0.039603,0.17779
1355,False,6.775,5.195,5.2326,0.0057946,0.18248
1356,False,6.78,4.8174,4.9572,0.02156,0.17105
1357,False,6.785,4.81,4.9153,0.016237,0.17019
1358,False,6.79,5.1967,5.0682,-0.019819,0.17964
1359,False,6.795,5.0765,5.179,0.015799,0.17947
1360,False,6.8,4.7701,5.1441,0.057666,0.1735
1361,False,6.805,5.0024,5.0192,0.0025975,0.17538
1362,False,6.81,5.1972,5.1208,-0.011778,0.18057
1363,False,6.815,4.9429,5.1199,0.02729,0.1761
1364,False,6.82,4.896,4.9724,0.011775,0.1727
1365,False,6.825,4.867,5.1752,0.047518,0.17574
1366,False,6.83,4.8505,4.9973,0.022633,0.17234
1367,False,6.835,4.9402,5.2241,0.043777,0.17787
1368,True,6.84,5.6382,5.1489,-0.075448,0.18877
1369,False,6.845,4.8842,4.8165,-0.010434,0.16976
1370,False,6.85,5.0612,4.8689,-0.029655,0.17378
1371,False,6.855,5.1523,4.8139,-0.05218,0.17441
1372,False,6.86,4.802,5.0171,0.033161,0.17183
1373,False,6.865,5.1146,4.7783,-0.051848,0.17313
1374,False,6.87,5.0743,4.9843,-0.013878,0.17603
1375,False,6.875,4.9873,5.2413,0.039166,0.179
1376,False,6.88,5.2165,5.0911,-0.019326,0.18038
1377,False,6.885,4.7982,5.1855,0.059705,0.17471
1378,False,6.89,5.0496,4.9981,-0.0079325,0.17583
1379,False,6.895,4.8668,4.8938,0.0041705,0.17081
1380,False,6.9,4.7662,4.8415,0.011617,0.16813
1381,False,6.905,5.0399,5.2306,0.0294,0.17973
1382,False,6.91,5.1711,5.1281,-0.0066251,0.18024
1383,False,6.915,5.0284,5.2252,0.030333,0.17944
1384,False,6.92,5.1699,5.0856,-0.012999,0.17947
1385,False,6.925,4.8525,4.843,-0.0014569,0.16967
1386,False,6.93,5.0606,4.8949,-0.025549,0.17422
1387,False,6.935,4.837,4.7791,-0.0089283,0.16828
1388,False,6.94,4.8948,4.772,-0.018924,0.16917
1389,False,6.945,4.7593,4.8898,0.020125,0.16886
1390,False,6.95,5.1007,4.8352,-0.040938,0.17388
1391,False,6.955,5.226,5.0886,-0.0212,0.18051
1392,False,6.96,5.1245,5.2012,0.011827,0.1807
1393,False,6.965,5.1284,4.926,-0.031202,0.17595
1394,False,6.97,5.021,4.8001,-0.03407,0.17187
1395,False,6.975,4.891,5.1465,0.03939,0.17566
1396,False,6.98,4.8724,4.9842,0.017235,0.17249
1397,False,6.985,4.8932,5.0937,0.030916,0.17477
1398,False,6.99,5.2316,5.0915,-0.02159,0.18065
1399,False,6.995,4.8653,4.9607,0.014705,0.17196
1400,False,7.0,5.0187,5.0797,0.0094069,0.17672
1401,False,7.005,4.8525,5.0667,0.033028,0.17359
1402,False,7.01,4.967,5.0126,0.0070235,0.17464
1403,False,7.015,4.8211,4.8456,0.0037829,0.16917
1404,False,7.02,4.9378,5.006,0.010509,0.17402
1405,False,7.025,5.1468,5.1242,-0.0034869,0.17974
1406,False,7.03,5.1564,4.9599,-0.030296,0.17704
1407,False,7.035,5.2019,5.1187,-0.012821,0.18061
1408,False,7.04,5.0202,5.0932,0.011263,0.17698
1409,False,7.045,5.1589,5.2279,0.010628,0.18177
1410,False,7.05,5.1042,4.904,-0.030876,0.17514
1411,False,7.055,4.7716,4.9212,0.023058,0.16962
1412,False,7.06,4.823,4.9435,0.018586,0.17091
1413,False,7.065,4.8667,4.7631,-0.01597,0.16852
1414,False,7.07,4.8734,5.0668,0.029823,0.17395
1415,False,7.075,4.8351,5.0326,0.030449,0.17269
1416,False,7.08,4.8675,4.9328,0.010057,0.1715
1417,False,7.085,4.8877,4.9607,0.011255,0.17235
1418,False,7.09,5.2258,4.9811,-0.03773,0.17862
1419,False,7.095,4.9233,4.9072,-0.0024849,0.17203
1420,False,7.1,4.8987,4.8628,-0.0055245,0.17083
1421,False,7.105,4.9522,4.808,-0.02224,0.1708
1422,False,7.11,4.9011,4.817,-0.012972,0.17007
1423,False,7.115,5.1287,5.2233,0.014587,0.18116
1424,False,7.12,4.9299,4.9962,0.010229,0.17371
1425,False,7.125,4.8124,5.1241,0.048053,0.17389
1426,False,7.13,5.0586,4.9055,-0.023609,0.17437
1427,False,7.135,4.9278,4.7539,-0.026814,0.16943
1428,False,7.14,4.9315,5.0578,0.01948,0.17481
1429,False,7.145,4.7842,4.9288,0.022286,0.16998
1430,False,7.15,5.1836,5.0744,-0.016832,0.17951
1431,False,7.155,4.9789,5.173,0.029918,0.17766
1432,False,7.16,4.7888,4.8007,0.00183,0.16782
1433,False,7.165,5.2025,5.0442,-0.024409,0.17932
1434,False,7.17,4.8908,5.0412,0.023181,0.17381
1435,False,7.175,5.0569,5.0109,-0.0070982,0.17619
1436,False,7.18,5.0809,4.9773,-0.015978,0.17602
1437,False,7.185,4.85,5.2334,0.059105,0.17646
1438,False,7.19,5.23,4.8412,-0.059953,0.17625
1439,False,7.195,5.0826,5.0297,-0.0081497,0.17696
1440,False,7.2,5.0206,5.0632,0.0065663,0.17647
1441,False,7.205,5.1845,4.7651,-0.064668,0.17412
1442,False,7.21,5.0285,5.0711,0.0065703,0.17674
1443,False,7.215,4.7607,5.1691,0.062966,0.17377
1444,False,7.22,4.9913,4.9476,-0.006749,0.17393
1445,False,7.225,5.154,4.9687,-0.028574,0.17715
1446,False,7.23,5.118,4.7924,-0.050197,0.17343
1447,False,7.235,5.0362,5.0407,0.00069947,0.17634
1448,False,7.24,4.7545,5.1858,0.066507,0.17396
1449,False,7.245,5.1091,4.8535,-0.039423,0.17435
1450,False,7.25,4.9747,4.7973,-0.027354,0.17101
1451,False,7.255,5.0798,4.844,-0.036362,0.17367
